route_id,route_short_name,route_long_name,route_desc,route_type
91-K6-j25-1,K6,,TER,106
91-K72-j25-1,K72,,TER,106
91-K7-j25-1,K7,,TER,106
91-L1-A-j25-1,L1,,TER,106
91-L1-B-j25-1,RL1,,R,106
91-L25-j25-1,L25,,TER,106
91-L2-A-j25-1,L2,,TER,106
91-L2-B-j25-1,RL2,,R,106
91-L3-A-j25-1,L3,,TER,106
91-L3-B-j25-1,RL3,,R,106
91-L4-A-j25-1,RL4,,R,106
91-L5-A-j25-1,RL5,,R,106
91-L6-A-j25-1,L6,,TER,106
91-L6-C-j25-1,RL6,,R,106
91-LEX-B-j25-1,LEX,,EXT,117
91-LEX-j25-1,IRLEX,,IR,103
91-LIX-A-j25-1,IRLIX,,IR,103
91-LIX-j25-1,LIX,,PE,107
91-MBX-j25-1,MBX,,R,106
91-N-Y-j25-1,ICE,,ICE,102
91-P10-j25-1,P10,,TER,106
91-P12-j25-1,P12,,TER,106
91-P13-2-j25-1,P132,,TER,106
91-P13-j25-1,P13,,TER,106
91-P14-2-j25-1,P142,,TER,106
91-P14-A-j25-1,P14,,TER,106
91-P14-B-j25-1,P14,,TER,106
91-P14-j25-1,P14,,TER,106
91-P15-A-j25-1,P15,,TER,106
91-P15-j25-1,P15,,TER,106
91-P16-j25-1,P16,,TER,106
91-P17-j25-1,P17,,TER,106
91-P18-j25-1,P18,,TER,106
91-P20-j25-1,P20,,TER,106
91-P22-j25-1,P22,,TER,106
91-P23-j25-1,P23,,TER,106
91-P24-j25-1,P24,,TER,106
91-P25-A-j25-1,P25,,TER,106
91-P25-j25-1,P25,,TER,106
91-P26-A-j25-1,P26,,TER,106
91-P26-j25-1,P26,,TER,106
91-P27-j25-1,P27,,TER,106
91-P28-A-j25-1,P28,,TER,106
91-P28-j25-1,P28,,TER,106
91-P29-A-j25-1,P29,,TER,106
91-P29-j25-1,P29,,TER,106
91-P2-j25-1,P2,,TER,106
91-P30-j25-1,P30,,TER,106
91-P31-A-j25-1,P31,,TER,106
91-P31-j25-1,P31,,TER,106
91-P32-A-j25-1,P32,,TER,106
91-P32-j25-1,P32,,TER,106
91-P33-j25-1,P33,,TER,106
91-P34-A-j25-1,P34,,TER,106
91-P34-j25-1,P34,,TER,106
91-P35-j25-1,P35,,TER,106
91-P37-j25-1,P37,,TER,106
91-P38-j25-1,P38,,TER,106
91-P3-j25-1,P3,,TER,106
91-P41-j25-1,P41,,TER,106
91-P42-j25-1,P42,,TER,106
91-P45-A-j25-1,P45,,TER,106
91-P45-j25-1,P45,,TER,106
91-P47-j25-1,P47,,TER,106
91-P48-j25-1,P48,,TER,106
91-P4-j25-1,P4,,TER,106
91-P50-j25-1,P50,,TER,106
91-P52-j25-1,P52,,TER,106
91-P54-j25-1,P54,,TER,106
91-P55-A-j25-1,P55,,TER,106
91-P55-j25-1,P55,,TER,106
91-P56-j25-1,P56,,TER,106
91-P57-A-j25-1,P57,,TER,106
91-P57-j25-1,P57,,TER,106
91-P58-j25-1,P58,,TER,106
91-P5-j25-1,P5,,TER,106
91-P60-j25-1,P60,,TER,106
91-P62-j25-1,P62,,TER,106
91-P75-j25-1,P75,,TER,106
91-P7-A-j25-1,P7,,TER,106
91-P7-j25-1,P7,,TER,106
91-P81-6-j25-1,P816,,TER,106
91-P8-j25-1,P8,,TER,106
91-RB4-6-j25-1,RB46,,RB,106
91-RB4-7-j25-1,RB47,,RB,106
91-RB6-5-j25-1,RB65,,RB,106
91-RE5-5-j25-1,RE55,,RB,106
91-RE5-A-j25-1,RE55,,RB,106
91-T-Y-j25-1,EXT,,EXT,117
91-U-Y-j25-1,R,,R,106
91-VAE-j25-1,VAE,,IR,103
91-Y-Y-j25-1,S,,S,109
93-1-j25-1,1,,CC,116
93-37-A-j25-1,37,,CC,116
93-48-j25-1,48,,CC,116
93-63-j25-1,63,,CC,116
93-64-j25-1,64,,CC,116
93-65-j25-1,65,,CC,116
93-68-j25-1,68,,CC,116
93-7-j25-1,7,,CC,116
93-81-j25-1,81,,CC,116
93-82-j25-1,82,,CC,116
93-83-j25-1,83,,CC,116
93-87-j25-1,87,,CC,116
93-88-j25-1,88,,CC,116
